Date,Name,Year,Letterboxd URI,Rating
2023-04-19,Midsommar,2019,https://boxd.it/jhxe,5
2023-04-19,Room 237,2012,https://boxd.it/2Y46,1
2023-04-20,Renfield,2023,https://boxd.it/o8vy,2.5
2023-04-20,The Pope's Exorcist,2023,https://boxd.it/stZ8,2
2023-04-21,Beau Is Afraid,2023,https://boxd.it/u2gE,5
2023-04-22,Attack of the Doc!,2023,https://boxd.it/C71g,3
2023-04-23,Evil Dead II,1987,https://boxd.it/29Ge,2.5
2023-04-23,Army of Darkness,1992,https://boxd.it/29G4,3
2023-04-24,Evil Dead,2013,https://boxd.it/3GPq,1.5
2023-04-24,Nausicaä of the Valley of the Wind,1984,https://boxd.it/2bc6,3.5
2023-04-24,Hereditary,2018,https://boxd.it/hNVe,5
2023-04-24,Dogville,2003,https://boxd.it/2a8W,4
2023-04-25,Suzume,2022,https://boxd.it/yv7Y,4
2023-04-26,The Five Obstructions,2003,https://boxd.it/1RWy,3.5
2023-04-28,The Super Mario Bros. Movie,2023,https://boxd.it/i8C8,2.5
2023-04-28,How It Ends,2021,https://boxd.it/tblm,3.5
2023-04-29,Evil Dead Rise,2023,https://boxd.it/qIvo,3
2023-04-30,Polite Society,2023,https://boxd.it/AU9u,4
2023-05-01,Weathering with You,2019,https://boxd.it/kPxE,3.5
2023-05-01,Flashdance,1983,https://boxd.it/2abG,3
2023-05-03,The Naked Gun: From the Files of Police Squad!,1988,https://boxd.it/18YE,2
2023-05-03,Sisu,2022,https://boxd.it/vHpu,3
2023-05-03,Bend It Like Beckham,2002,https://boxd.it/2am0,4
2023-05-04,The Serpent and the Rainbow,1988,https://boxd.it/1THA,3
2023-05-04,The Dead Zone,1983,https://boxd.it/1U6g,3
2023-05-06,A Quiet Place Part II,2020,https://boxd.it/iTx0,2
2023-05-08,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/fVNI,3.5
2023-05-08,Guy Ritchie's The Covenant,2023,https://boxd.it/xjcK,3
2023-05-09,Champions,2023,https://boxd.it/zbna,3
2023-05-10,Heat,1995,https://boxd.it/2bg8,4
2023-05-11,The Woman in the Window,2021,https://boxd.it/iT56,2
2023-05-12,"Are You There God? It's Me, Margaret.",2023,https://boxd.it/kiYC,5
2023-05-12,Tower Heist,2011,https://boxd.it/iQI,2.5
2023-05-13,Manhunter,1986,https://boxd.it/1TOw,4
2023-05-14,Good Time,2017,https://boxd.it/fcFu,3.5
2023-05-15,I'm Still Here,2010,https://boxd.it/TcK,2.5
